CLONE;FRY.gebvs;FRY.gegvs;AGY.gebvs;AGY.gegvs;PLH.gebvs;PLH.gegvs;DMC.gebvs;DMC.gegvs;DRY.gebvs;DRY.gegvs
50;BGM0150;18.257731256563;21.7055982559811;23.4590738276034;25.40640581491;1.97442525024825;1.99155573866696;33.9775126944164;34.2404407095553;5.54062475802059;6.54991580798646
51;BGM0151;18.2059896155008;16.8715267731556;24.3236058521596;25.3105213570824;1.89463572827112;1.88397329591695;33.7724855375863;33.6671353165799;5.54072226532975;5.11303303461719
52;BGM0155;18.5382468192054;21.0232864458262;19.7276332474922;19.1172555815206;2.01194804157646;2.03482275809357;34.0511073777174;34.3856109806304;5.62603897548271;6.33745556230434
53;BGM0156;18.2625133870641;21.312200447289;23.3441310018906;25.1784560583467;1.97228314624013;1.9860943327508;33.9253859591718;34.1559210901524;5.54314407303948;6.44543641819779
54;BGM0157;18.5143497141061;20.6555676508104;19.5871039272343;18.876403758359;2.01088076041324;2.03293772810766;34.0192866199154;34.3490547415928;5.61393632117968;6.23274416114117
55;BGM0160;18.1474244252785;19.4011480009495;20.2847213053141;20.794074221737;1.97696087393834;1.99328491002703;33.9985440920679;34.0527798507212;5.50394606261961;5.8883155946838
56;BGM0161;17.7768220624222;13.2157967417718;20.2746004692649;19.0260930570888;1.88124285229794;1.83333732898475;33.6655654043825;33.4828327188389;5.34739183266259;4.03357753892847
57;BGM0162;18.3173562418593;18.8044945251056;22.5507417676505;23.0041961971266;1.93308124107082;1.92084625998741;34.7547420564656;35.4254132455878;5.56044909704169;5.84236929812518
58;BGM0163;18.474681211048;20.7134406151815;27.1234563716784;29.0274256192791;2.25299099566184;2.28000314417666;36.2634665411754;36.524103002504;5.73290787792727;6.73641935482676
59;BGM0164;18.697661308529;21.467792394152;22.411513290562;23.151860368647;1.96682108315855;1.96442598162474;34.8513528326367;35.1832646321747;5.73628324998617;6.63054648516182
60;BGM0167;18.4389576892661;20.654775364971;23.218005915307;24.6539257228311;2.20442215275761;2.25242657859376;33.603038096441;33.6992993434742;5.59175465987066;6.18408937019909
61;BGM0168;18.3533141603222;18.4525713678127;20.7975765033978;20.7356336460309;1.82051960435673;1.80109410185987;33.9649439803991;34.1945261539905;5.58034796883176;5.63720494758419
62;BGM0169;18.1496661586028;18.0136997428741;21.9090400064522;22.4874789891952;1.9662553159376;1.97424035127505;34.0202014629239;34.2283916450069;5.51811795934906;5.55351735050756
63;BGM0170;18.6440289775037;24.6485117810686;20.9996953904691;21.3508749095986;1.87608599376253;1.86911376122465;34.6969623470089;34.9456722172075;5.72607303688767;7.55761024381296
64;BGM0171;18.6144939066034;25.4215973722379;23.426592533079;24.9920744443907;2.25191668355588;2.30649728960069;33.6917791476841;33.5660038428863;5.6741059343435;7.49006978764637
65;BGM0179;18.4650253554494;17.8465176974567;23.360694040778;23.1905735346471;2.00967169900117;2.00215606280317;34.5750896378807;34.4815568956264;5.65915165360681;5.4292043799636
66;BGM0184;18.8751576723544;23.3602779492604;21.1866824299773;20.8607676694605;1.89560914237034;1.86554219715862;34.6398988566597;34.981470125341;5.79907562831044;7.1512477694474
67;BGM0185;18.3088571467841;21.9444555367206;23.55421725345;25.0899650513162;1.97601239082293;1.98114416691671;33.7819372385977;33.8232795389119;5.5408986098706;6.52531616498734
68;BGM0187;17.4902858035574;15.5930804532717;16.6573269867577;15.8238531666205;1.8809513459962;1.88009027210725;32.8428532817428;32.5111211801071;5.19792175570616;4.5012987349134
69;BGM0188;18.2383066054867;21.4235092674471;20.405568679503;20.634819854577;2.05966093738139;2.06614893900441;33.8002547763522;33.967386959774;5.5446437280494;6.56528922600583
70;BGM0189;17.7157518061459;19.4170163742409;21.7389465011554;23.4971027384992;2.12724195508791;2.16247140976661;35.3943599641159;36.1864026717123;5.35335263760174;6.13364120466092
71;BGM0199;17.478121209368;12.8429106307684;17.9719850691896;17.4341871492171;1.84461921647038;1.827654959174;33.7808008041137;33.7094669962995;5.23493240428403;3.86055938503608
72;BGM0202;17.7445953016962;18.2597223897168;16.9998788600609;16.484578679356;1.91681815402688;1.92669487788667;32.0622829050165;31.5361311313996;5.23035997701522;4.89930487554901
73;BGM0208;18.4615278248083;19.9557758871313;23.2500964435937;24.7954805172297;1.98479031719437;1.99513256189321;32.8914756565754;33.022471227052;5.55214937587713;5.81429809939091
74;BGM0210;18.4639552304156;19.8978447016125;23.3383741290967;24.919842083432;1.98296420629953;1.99430818792015;32.8742720510686;32.9825453811212;5.55190084988937;5.77535457903619
75;BGM0211;17.7290833480483;17.8896352352969;16.1836795736241;15.404869663042;1.82496163091791;1.83336991082553;31.9212748731266;31.7841064514586;5.21586932759517;4.90613935201288
76;BGM0212;17.6816500333537;15.8465561322084;18.6683506743206;18.0411860049155;2.11242311226118;2.13634908258224;33.2167467857;33.1441219794308;5.24991473208749;4.59827000426612
77;BGM0213;17.5358380150764;14.4595729644181;17.8892339585705;16.8054175367263;1.9551061330922;1.93889070573561;31.9427651111048;31.2519423731349;5.16970860179071;3.97702720044044
78;BGM0214;18.1909309955905;19.7575855849285;20.4326374156742;21.0413494985753;1.98764423922543;2.00492344866121;34.1181901773669;34.2237700414956;5.52478669430582;6.0218553845885
79;BGM0215;18.1545502820817;18.9991233061033;20.3671316203111;20.7988419386754;1.98037378458051;1.99442766938086;33.9886041221045;34.0432458820305;5.50614657354952;5.78276780881719
80;BGM0216;18.5370511959277;21.7271531313219;22.6064416510408;23.3201144955386;1.93869760798929;1.93754508630744;33.9472496531677;34.117258602504;5.63018229602368;6.53558312812958
81;BGM0220;18.3673482150795;18.052754089165;22.5750998273411;22.5352563596909;1.95000609035474;1.94947163481382;34.5824394201388;34.5643921770064;5.59536106442919;5.47841770475943
82;BGM0226;17.6084745120909;14.5769382824683;17.7309328099553;16.8303931074326;1.72805201337711;1.71568189666521;33.9402865765486;33.9376602050516;5.31313576625916;4.58025095682023
83;BGM0235;18.5702215134589;25.1693137803762;23.0482576110688;24.5178483084239;2.2313190734878;2.28454292901883;33.6699670674253;33.5279657532482;5.65548171975632;7.39850308488321
84;BGM0236;19.1507086868409;20.3052233227109;21.7729283890525;21.0293523933228;2.05287145063664;2.04129805355595;34.4026554595638;34.1402113889061;5.89154803462388;6.14711949813773
85;BGM0237;18.6166813088133;25.2918068670394;23.229187567089;24.6397815424666;2.24356859122294;2.29643078729605;33.6887489129345;33.5236205517319;5.67341768188563;7.42846676863772
86;BGM0238;17.9747181185718;17.5393840042499;22.9261003776601;23.5427357071379;2.19085302664349;2.22098418711009;34.0095971214478;34.1902781603646;5.42147689374366;5.34742965762695
87;BGM0239;17.3001766636777;13.9892368809017;17.7209872377173;17.3052952474414;1.83941170990439;1.83180765160349;33.7382882599775;33.5793671788151;5.15178523161019;4.13800841543476
88;BGM0240;18.7904385074414;23.6211241392183;19.0485509837178;18.3823036698054;1.92266123245122;1.91079874537876;34.2258174671294;34.2941920028249;5.75949760182499;7.18845636094464
89;BGM0247;18.517488890414;19.0537213314493;21.6008610764279;21.6973321910143;1.88986663533291;1.88394137347765;34.9344598199244;34.9611325822217;5.68581907038554;5.85535534403109
90;BGM0257;17.3575220347047;13.7911872457323;17.3653180290551;15.6768094024386;1.8732629392318;1.84862634893596;34.0830142517469;34.2966581276105;5.20892523824838;4.33977689427582
91;BGM0260;17.4344820837897;14.1262584784632;18.0746601057246;17.1388439246443;1.87307741491637;1.85465522709417;33.8647760532377;33.92003059807;5.20235563206486;4.28796756148509
92;BGM0261;18.568911851974;25.3191960666;23.1441927148109;24.6264442467992;2.24405417605838;2.29862181974719;33.6325731042962;33.507315748359;5.65568975370168;7.45369440639485
93;BGM0264;18.7615490833243;21.0070427194864;25.6865175227641;27.2598367084181;2.19594769950381;2.22161683192181;35.0401108156519;35.3461681738817;5.77513569254652;6.58337619078409
94;BGM0269;17.3491051156628;13.7903253696821;17.4183970755718;15.8082002822156;1.87708107160404;1.85502460803093;34.013686855841;34.1816620248631;5.20312814271391;4.32558222160277
95;BGM0270;17.4426492987781;14.5213261640774;19.0949196369512;18.450080477539;2.23225285349161;2.25202716426259;34.3864676323674;34.4840040922784;5.22083561238016;4.42908677423414
96;BGM0277;18.31707354083;20.260068109775;20.2558782119744;20.5658544398028;1.77544584487891;1.76133388600839;32.8089632162447;32.7209294831138;5.51215636028489;5.78337157432574
97;BGM0281;18.4996304670815;21.8687952735985;21.982525298324;22.0030820596043;2.09407472790085;2.09728379207719;34.8689391390911;35.1010186904313;5.65060652410378;6.63623057458789
98;BGM0283;17.9066932614993;18.4454990442837;21.0378417721462;22.2747333392962;1.79966118452586;1.79143724816903;33.2172829708196;33.4208135007841;5.37905824028149;5.4859993108915
99;BGM0284;17.4122218084209;14.6073595666968;18.8523475601761;18.1857025859449;2.22006232945898;2.23930143761759;34.316851797871;34.3903313546041;5.20901570223939;4.44725254106326
100;BGM0285;17.3160203667951;14.4934809004828;15.1896010611774;13.7016296970874;1.79440529591903;1.7742995729557;30.6558449972494;29.8291621015494;5.05929178206102;3.91042781404038
101;BGM0286;17.5118056715426;14.4970027564864;17.5430879373667;16.4245343790903;1.93993272955192;1.92278698009194;31.8686391520664;31.1591778312674;5.16095402474905;3.98491666081361
102;BGM0287;18.5947716093463;25.7196887604304;23.2614200301144;24.8247124563661;2.25201070812657;2.30649148475069;33.662617316354;33.5475422272662;5.66680523157064;7.57233172146966
103;BGM0288;17.5244463571035;14.2857814597948;17.6920043071894;16.6179201596824;1.94119719983052;1.9246300334451;31.9179136546909;31.2039250928056;5.16655871442731;3.93471645221597
104;BGM0289;18.2491313424006;20.2133127842866;19.6707113948282;19.9081584474939;1.87335663058987;1.87348291732326;34.3217143375894;34.4306693632611;5.55477794781639;6.19608062075239
105;BGM0290;18.0046747352878;18.2144764453177;16.5500947424343;16.5720391749607;1.68804217863716;1.67542185177447;33.7233543922339;33.8039296885826;5.42100346361318;5.45706630876736
106;BGM0294;17.3805264199682;13.1243277626355;16.9789734320604;15.3691819502401;1.74011354641261;1.705570177319;33.2531153962163;33.1315994286289;5.1576582340588;3.87600807500716
107;BGM0298;18.617335152126;20.0492572196746;26.5824071812089;28.3044961374692;2.01285448370672;2.00567193370784;32.7809069652149;32.5197193422274;5.66174392594853;5.97240096908935
108;BGM0306;17.4442108915807;15.1044060229831;16.3171234732761;15.3380555433529;1.85193234235874;1.84856514266474;32.819243896115;32.4636604443783;5.17765050709535;4.35065077656302
109;BGM0308;18.0826144164959;18.1516240033661;16.9921829005754;16.5092801108899;1.69405240431233;1.66837743383219;33.5523777357203;33.8802872469301;5.42990789857689;5.37948714294584
110;BGM0314;18.8326526135383;20.443264695679;24.7392387625283;26.5255360352784;1.986026136389;1.98478290195822;35.4575255392264;35.900089401157;5.81499749602078;6.52292572960118
111;BGM0318;18.5807786183612;25.1713542660145;23.2400042320729;24.5944885793813;2.23871474908665;2.28927387628553;33.6632672885178;33.5426413149694;5.66089583544048;7.41610052817836
112;BGM0323;19.6575882398741;27.9905273058217;25.4769477784442;25.8092617506421;2.04093645902865;2.03604002490328;35.7735138492065;35.8316578882932;6.17945454877714;8.62627823735069
113;BGM0324;18.554142789301;19.8471990606731;26.1461305861202;27.6685465023661;1.9971182323534;1.9886165620501;32.5922057801682;32.3008963108558;5.6358949940475;5.90791288307124
114;BGM0327;17.4220803578405;13.5236848568626;23.7292160435452;24.4196542943223;2.03984839507985;2.04673284516062;33.928177128658;33.4602596051829;5.30616079411527;4.37031739971198
115;BGM0336;18.1161371732064;21.0994217756326;20.3534405151895;21.3877351831215;2.06367401272399;2.09566940168761;32.3765228725826;32.2979799093942;5.40499587410021;5.9160305398943
116;BGM0337;19.0532931202651;24.1260887451315;22.8509910727254;22.6977000209933;2.05162508612038;2.05139622383467;35.1100331549138;35.3672671573132;5.91272276179438;7.48358467849193
117;BGM0342;17.1569674940467;14.6537955545754;18.6083692193682;18.1437039673682;1.90818112820477;1.90387470528814;31.7347556715899;31.3811120717417;5.10271636975344;4.35882975226337
118;BGM0345;17.3629959665494;14.046961616233;17.385033971006;15.726668324229;1.87059856474517;1.84711030673199;33.9936713184095;34.2077184276201;5.20793875479565;4.41447139307942
119;BGM0349;17.4714624937073;15.3558110721756;16.3602747180316;15.4472549453146;1.85376454442395;1.85149394974016;32.8569201119708;32.5116953866811;5.19007587293431;4.44377853810274
120;BGM0352;18.3930406405113;21.1343082877685;17.7770332071269;16.7192478425569;1.87068293356266;1.85226455540133;30.7363549215502;29.9670455230567;5.41429655011259;5.36611519811983
121;BGM0357;17.6962905165122;16.8919988631734;15.3644770474392;14.3892543946278;1.71137598899075;1.69573814443341;32.2402625457336;31.8744548460412;5.25791618966755;4.82739043799993
122;BGM0358;18.0008364855182;18.4460643287488;21.7844430314988;22.7349028531846;1.7901527141788;1.7778809276587;34.3666176414698;34.6071058200733;5.47123971012646;5.7371105135758
123;BGM0360;19.2993729317314;27.0249841848027;27.2108445284935;29.1813893199085;2.02592968553909;2.0295611413298;35.6577574935903;35.9163419322732;6.03507233329516;8.46857245683938
124;BGM0364;17.5881907701956;16.8709766421229;18.1741386163482;17.5734311151096;1.98559099538946;2.00618053972313;33.2973275725678;32.9602531231017;5.25895907433336;4.76961961297072
125;BGM0366;18.4255299720058;21.0694923193206;22.0147361892105;22.3123153135053;1.91714564329137;1.89957054455381;34.397668181265;34.6276612189876;5.6284031139584;6.39572391909324
126;BGM0368;17.7165697709538;17.0036944027061;16.2131293990782;15.0679131547676;1.79350959657491;1.7623469701318;34.1707253394566;34.2399693644621;5.3163588455695;5.10822034378612
127;BGM0369;17.8403268266476;19.9807924237047;19.502437651354;19.6691853727431;1.95128296560296;1.9679278523536;33.571826219701;33.8757327419423;5.35925978866948;5.99758231533847
128;BGM0371;18.5563840887008;24.9769029923288;23.171895512169;24.6010107207856;2.22366281416655;2.27173614517983;33.6372248984728;33.4913108556287;5.65310352253653;7.3479996649986
129;BGM0382;19.1287951806235;24.9059912902654;22.3401283964495;22.8707256347088;1.96851210217708;1.96593208975184;35.1865432239945;35.4597928805673;5.93982592961981;7.69306562883545
130;BGM0386;18.0719913468054;17.1810297690777;24.0820668376478;24.5286587245918;2.1826793655498;2.21334526316072;34.9176066467693;35.1943120842698;5.49462926840431;5.37215266397383
131;BGM0388;18.5745480426006;18.2483449962209;20.2480040054593;18.4870076959069;1.76908038062107;1.72617000654434;35.0271197337839;34.8223721893431;5.72560431499124;5.58770566607063
132;BGM0389;18.6093382425906;25.4396093674165;23.3547554099084;24.9765427569128;2.25052785947209;2.30722113125171;33.6828977900617;33.5526169843856;5.67101053844522;7.48305826643596
133;BGM0390;18.4345420191921;19.8844138168262;23.1734409121528;24.7666717914091;1.97412199102598;1.98708107458668;32.7394584725209;32.8313276794621;5.53633579648508;5.75676317853765
134;BGM0395;18.0744012125654;18.3513755470521;17.099142869618;16.7466665981326;1.69338440117426;1.67003258534019;33.595532220853;33.9586941895078;5.42744882075157;5.43960057097975
135;BGM0396;18.5032856852134;21.8113003846065;20.6274999549464;21.1596873716519;2.05892229093851;2.06843790374736;34.4946582058378;34.7731924233296;5.65169958402133;6.71748372000523
136;BGM0398;18.4427701995268;19.8487318410117;23.4374712704564;25.0760085817781;1.99813691861326;2.01255690813154;32.7336441524255;32.7905050516333;5.539145901318;5.72938401260065
137;BGM0399;18.4726808630196;20.0639340446183;23.4211318591334;25.0784977310364;1.98970789199597;2.00354615793405;32.7305667976925;32.8373379644952;5.54936216087935;5.80789773404128
138;BGM0400;19.1422587773923;20.2581202542385;21.8786555351127;21.1438489751295;2.05944942285571;2.04891115753379;34.3812941560453;34.1444676990899;5.88790348919844;6.14307853939658
139;BGM0407;17.6856610889897;15.4002332285183;15.1886548032568;13.8878586289862;1.70708589817295;1.68036383132773;31.5618822176579;31.411986605236;5.21887631455285;4.29580312586049
140;BGM0408;18.4790585402875;18.7554786095582;20.0214291296558;19.1282050798524;1.83996714280729;1.82769701393434;35.4388930568692;35.3795661110455;5.73527519997782;5.93630523489099
141;BGM0410;19.172829812933;24.1139943415504;25.3362390082318;25.8045283653138;2.01546948961301;2.0086884467398;35.6421622666526;35.9828388066923;5.95542730135441;7.62548979763057
142;BGM0411;18.8777409955238;20.5979062475788;24.949415668823;26.857974160793;1.98014852706505;1.98062111249347;35.436896646328;35.9025791204623;5.83067829955339;6.58434810119368
143;BGM0413;17.9084010304814;14.6142217442942;17.9583032482516;16.8373535106225;1.85819984250563;1.84746121262346;32.9433849075394;32.6835797425274;5.38444856314982;4.36020915075469
144;BGM0414;18.2314505247995;19.8836226797306;17.8354643782395;17.6939029407851;1.93649489066264;1.92735545852348;33.6351825434724;33.7229591030193;5.49266444373338;5.87475523593238
145;BGM0420;18.2323491613613;17.5906379964661;20.0608438271841;18.6545654531182;2.05724176156058;2.04667945273765;34.3732711850353;34.3125488542367;5.54511235383012;5.2853609356931
146;BGM0422;18.4621944112061;20.5911373054007;26.9389146710337;28.7008734227747;2.23225901482731;2.25605983136737;36.1080286633733;36.3127095808633;5.72525898958301;6.66310674602844
147;BGM0424;17.229312448549;12.2782198806717;21.2735265524688;22.563593009182;1.97619378693782;1.99368693892343;34.1630507174176;34.1915176637118;5.1622497077782;3.73397893765134
148;BGM0426;18.4820844317607;17.7524589683259;19.7416456507654;19.077330323455;1.83467667783996;1.81676670490959;34.1147603135807;33.8903061855399;5.64428739212111;5.36519848542449
149;BGM0427;18.4505378297514;20.5882690121693;27.1339369041613;29.1054355354103;2.25167612902697;2.28044131733293;36.1453496100186;36.3951661380425;5.71942051915874;6.68699241057261
150;BGM0435;18.6338941702793;21.263801418781;19.3354097159508;18.3951823079281;1.97343698184276;1.97642624706651;34.0401450060843;34.0573175849342;5.68059462966192;6.33110065286775
151;BGM0438;18.0049848315803;18.6346096920431;18.3682459784799;18.335463065603;1.87777672983326;1.88206665031402;34.3430611600062;34.755155338948;5.438070053299;5.78043608105693
152;BGM0439;18.5590362154294;20.1639831076868;19.0819398270887;18.093139393254;1.9943739147523;2.00172277237769;33.9952563213033;33.9909683600624;5.6507286350427;6.01968238591716
153;BGM0440;18.1078649014393;16.695372647401;17.1618976234207;16.169957134596;1.74882881817012;1.72790549539611;33.4440542607987;33.1416934659894;5.46493866431001;4.89348024573042
154;BGM0442;18.6209398952751;25.89774051767;23.5251543192471;25.1346451049933;2.2491456440393;2.30294539465638;33.6274174928693;33.484550227706;5.67442658229345;7.59100666693306
155;BGM0444;18.3133012118648;19.1762648435897;21.2547626058964;21.2287118134867;2.01474585492597;2.01766981280797;31.8803522969046;31.6954970845506;5.43323101520063;5.34699782705111
156;BGM0448;18.4913507059922;21.0256464017735;19.4181105583689;18.7159464469505;1.99808712470288;2.01934022887778;33.951964945493;34.2701128342136;5.60478189588076;6.31494884098359
157;BGM0449;18.4868467668992;20.7002797919225;19.7192417761656;19.1436318064658;2.01329818805696;2.03725387966009;34.0985842501894;34.4489564748278;5.61008183447172;6.27044147044415
