CLONE;FRY;FRY.egv;FRY.wt;AGY;AGY.egv;AGY.wt;PLH;PLH.egv;PLH.wt;DMC;DMC.egv;DMC.wt;DRY;DRY.egv;DRY.wt
BGM0056;BGM0056;14.5543926936072;11.9946876302456;9.55364594040771;4.52781000157651;3.75558761979774;8.85307730968884;0.0589150746041069;0.0519106383572686;8.17258632064261;-0.471837197622837;-0.334328295186502;9.32807055937362;3.93896315597129;3.2430564363274;9.83687037534963
BGM0061;BGM0061;-5.97600834584845;-4.82975915675987;8.87599377649052;-1.46282099034867;-1.19056950493646;8.23210663533823;0.155483717192715;0.135197218597005;7.67845596667023;3.22808884476357;2.21503009155546;8.55723773408253;-1.52459559776774;-1.23085923594082;9.13798587872222
BGM0062;BGM0062;-5.80196288725796;-5.03180809647509;11.8318810852693;-6.35565196566605;-5.53893905785362;10.9342536431953;-0.106201017471538;-0.0968222279264304;9.75285729511713;-4.69116818601402;-3.62376738594288;12.0881163205543;-2.04175126314919;-1.76941260397623;12.1872335116769
BGM0065;BGM0065;2.40222041663017;1.9419212781461;8.88383273164622;-2.45275045308436;-1.9967407862779;8.23953523455653;-0.146882394801326;-0.127747140087425;7.68648117813079;-0.882318232533297;-0.605521914582903;8.56086913845677;0.338246578705264;0.273143888901615;9.14602272950446
BGM0066;BGM0066;-10.9412440873716;-8.84262048496607;8.87599377649052;-5.25831115203061;-4.27966575977473;8.23210663533823;0.0214979071827604;0.018693000844348;7.67845596667023;-5.3252236426584;-3.65402911133781;8.55723773408253;-3.39647378782117;-2.74209182913269;9.13798587872222
BGM0067;BGM0067;-7.4093696627189;-6.10364734615886;9.53776911964091;-5.49815844698915;-4.55857121675413;8.83876659122078;0.00161308741406784;0.00142083560652008;8.15951360486839;-4.83853072901421;-3.42677665987926;9.31571330167612;-2.40895478075864;-1.98249603698429;9.82037434344377
BGM0069;BGM0069;-1.0411164100733;-0.85764480686667;9.53776911964091;0.432692937427504;0.358749495720691;8.83876659122078;0.213603353159099;0.188145569293846;8.15951360486839;0.778576748844667;0.551408842950379;9.31571330167612;-0.439318450071144;-0.36154563514299;9.82037434344377
BGM0070;BGM0070;-4.12101783272405;-3.25449461173693;8.17503955340455;1.75494007337111;1.39664110900061;7.58862556065714;0.0102486761209193;0.00877334743943099;7.15992194571426;1.05259344235664;0.695250902471936;7.76810570938046;-1.26443201072925;-0.997404274318711;8.41535842818627
BGM0073;BGM0073;-3.05326613309815;-2.51693379723881;9.5632169993934;-4.97603759222332;-4.12839709180987;8.86177819639064;0.118568599533752;0.104494449691457;8.18110283230896;3.02464363938427;2.14367255474815;9.33419666257205;-0.559015810040984;-0.460373289501432;9.84679948449986
BGM0076;BGM0076;-1.73237727033045;-1.42708764846783;9.53776911964091;5.2077525578186;4.31779315618846;8.83876659122078;-0.144067426960479;-0.126897109344485;8.15951360486839;0.474186571505117;0.335831591585854;9.31571330167612;-0.00488705688969974;-0.00402189820819108;9.82037434344377
BGM0080;BGM0080;0.45309374637776;0.373246924978632;9.53776911964091;-3.23687047002703;-2.68371759368028;8.83876659122078;-0.00541976500401323;-0.00477382380490732;8.15951360486839;1.32184266138118;0.936164268399005;9.31571330167612;0.254436490070232;0.209393442026162;9.82037434344377
BGM0083;BGM0083;1.43454622564928;1.09971041222697;7.40251802900104;5.78262982629352;4.47103748238169;6.87848755439397;0.399459958273125;0.335063476141275;6.57104748324306;-1.48483132757964;-0.93499757326664;6.93172137472637;0.216039987578633;0.165400909333709;7.61897044051954
BGM0084;BGM0084;-9.78157078467802;-7.90538237745485;8.87599377649052;-8.03645343532359;-6.54075683290378;8.23210663533823;-0.18171390466567;-0.158005062747181;7.67845596667023;-2.69817481711753;-1.85141695275435;8.55723773408253;-2.8975109714469;-2.33926173318821;9.13798587872222
BGM0087;BGM0087;4.51111966267281;3.7771083819925;10.172689959196;1.57219646301968;1.32424882742918;9.41967478102787;-0.055065618828791;-0.049037347826999;8.61251281148411;-1.07929765255099;-0.785372159582126;10.0567925824531;0.858464863350574;0.718134130823988;10.4753258426266
BGM0088;BGM0088;-0.171081451283084;-0.140993074095838;9.55364594040771;-3.77358424071584;-3.12999579305709;8.85307730968884;-0.0375034960131087;-0.033044690713742;8.17258632064261;-0.820408097975145;-0.581314152710108;9.32807055937362;-0.108140211989407;-0.0890348034828411;9.83687037534963
BGM0090;BGM0090;-2.74001156717736;-2.21603995978095;8.89935449540156;-4.24782214825092;-3.45959656943862;8.25309628578204;-0.083462249633659;-0.0726112206499576;7.6972654956903;1.40966284099884;0.968112077796073;8.57665720550709;-0.683308566384189;-0.552058948984871;9.16227349441421
BGM0091;BGM0091;4.48341279118284;3.54385336442378;8.20035425608129;1.78483353896675;1.42163751791656;7.61138432029518;0.397865906111145;0.340818600072032;7.18073091537761;-1.12826819481366;-0.746040957490983;7.78885422675611;1.29984046602331;1.02626317375653;8.44167855764472
BGM0093;BGM0093;10.6078361257764;8.14058017591128;7.42814168375843;4.73301574987046;3.66316100179666;6.90121159980726;0.0396768567642134;0.0333053080836498;6.59100114708642;1.45530823717406;0.917702708178508;6.95438551629959;3.2762753817217;2.5110578270943;7.64571033396992
BGM0096;BGM0096;6.27311116421869;5.07195213586684;8.88934627663384;13.7052804773233;11.1589111967013;8.24419098528882;0.185549700423349;0.161392339624033;7.6898404628363;-1.06398974704599;-0.730401455554856;8.56703756859232;1.37505594176711;1.11059053947329;9.15184735763462
BGM0116;BGM0116;6.08502290819536;5.75736347055529;19.0817497611013;8.83155341443543;8.37283327086638;17.4800118311254;0.102158630765144;0.0985930191296037;14.1005946628489;1.76153520161793;1.58843991986914;22.8233264491677;2.15860674932883;2.04172354268773;19.6793053417741
BGM0119;BGM0119;-4.11605482942592;-3.44632516082581;10.172689959196;0.990928782460505;0.834651590373619;9.41967478102787;-0.134492169909615;-0.119768731490536;8.61251281148411;2.74434570377716;1.99697711462741;10.0567925824531;-0.958716537482736;-0.801997957918271;10.4753258426266
BGM0123;BGM0123;-1.56254081975394;-1.26477556577518;8.92630215531601;-8.57670443509275;-6.99071993327147;8.27752317296121;-0.231617697727116;-0.201638479038053;7.72085297953465;-6.37897728083151;-4.38450579046714;8.59526436012532;-1.03768054130955;-0.839060193776192;9.19024644409642
BGM0124;BGM0124;1.99858926614435;1.64699453479084;9.55141098471043;-5.45414240002829;-4.52366897003397;8.85103838996356;-0.227182591335093;-0.200162136392632;8.17049057296373;0.638690235317492;0.452532588147519;9.32680346572268;0.506190513611336;0.416735100149305;9.83455264712548
BGM0126;BGM0126;-2.14593748889836;-1.76952709633015;9.57457770047839;-1.09058768935911;-0.905076072397853;8.87199311956816;-0.280804913119782;-0.247530250870943;8.19022400498291;-3.26762814243186;-2.31671696441666;9.34346970876745;-0.657892110902549;-0.541970144370554;9.85860837154866
BGM0130;BGM0130;0.730237027061913;0.601772666873724;9.55141098471043;3.73966570665109;3.10168097470098;8.85103838996356;0.328258040086377;0.289215957110169;8.17049057296373;-0.956150497738702;-0.677463401620887;9.32680346572268;0.0394760186395517;0.0324997054249042;9.83455264712548
BGM0132;BGM0132;-3.47946955340335;-2.86826814623473;9.56318093491613;-4.0644366568359;-3.37206851719544;8.8616348215548;0.0791112064242654;0.0697188069410906;8.18004702701663;-4.06848566590906;-2.88370249148483;9.33618098083748;-1.52285292600585;-1.2541336268428;9.84678398218376
BGM0133;BGM0133;-6.16047701799775;-4.86511829713439;8.17503955340455;-7.54499073060223;-6.00456071479728;7.58862556065714;-0.173138819275562;-0.148214949797936;7.15992194571426;-4.34577546579521;-2.87043809409445;7.76810570938046;-1.97488352511192;-1.55781983729769;8.41535842818627
BGM0134;BGM0134;0.637370867338358;0.525582021152621;9.57527377728634;3.47294904046314;2.88223230507275;8.87248375237146;0.263883435926596;0.232610288655993;8.18960440837685;3.12614717596252;2.21665966465425;9.34639803179039;0.673579906597044;0.554904655197927;9.85935991258503
BGM0137;BGM0137;-6.42806001877137;-5.30063884291513;9.57527377728634;-6.26492753652211;-5.19932090114858;8.87248375237146;-0.19792348271875;-0.174467329809266;8.18960440837685;-4.61750191754361;-3.27413575751793;9.34639803179039;-1.9579309706937;-1.61297122962441;9.85935991258503
BGM0140;BGM0140;3.05181918771768;2.41199492866859;8.19712167165175;5.10248611796844;4.06374018036377;7.60847255701174;-0.0636342242170683;-0.0545051971647381;7.17788757679029;3.67104802320565;2.42709937793977;7.78651464915609;1.37120064278078;1.08247937748861;8.43831707330959
BGM0145;BGM0145;-0.451063744470046;-0.383133263482587;10.797391318052;1.40366951651445;1.19885682757401;9.98993480268834;0.151488867320978;0.136217824290823;9.05204461150231;-1.5837265572911;-1.18018713387022;10.7923231100064;-0.507415732759702;-0.430640492679523;11.1200992372527
BGM0150;BGM0150;1.95446815194162;1.61228711760429;9.5894427926496;3.48956950450092;2.89706988116819;8.88513655031572;-0.0553427996999302;-0.0487976159910947;8.20063034006562;0.556193433143838;0.39456852270374;9.35872186975852;0.593883027119558;0.489438333914685;9.874113836149
BGM0151;BGM0151;-2.82203760385069;-2.23133408402518;8.20918069482422;6.83659633451721;5.44695537676177;7.61898704778702;-0.0931777021787117;-0.0798297275797887;7.1855044663164;-0.59700568682292;-0.395000001060969;7.80075297525385;-0.912370796517285;-0.720572625097108;8.45093459801756
BGM0155;BGM0155;4.83200302635679;4.10388526067977;10.792756602273;-0.331408605506573;-0.283024614922031;9.98575729754024;0.0952961100119675;0.0856831878448799;9.04846381423699;0.646168871692906;0.48146404858708;10.7883366969474;1.50983722704445;1.28125824063381;11.1152882519932
BGM0156;BGM0156;6.55697631221008;5.4083515761649;9.58494526648954;9.6626268383354;8.0210648009995;8.88106758200944;0.192363857324678;0.169598330839498;8.19702948302841;0.521171657397011;0.369670521388632;9.3549948592685;2.00084678434197;1.64876167233101;9.86944865613724
BGM0157;BGM0157;-4.15384844075364;-3.28258500171744;8.19370630915684;-6.02522281360378;-4.79807496774375;7.60536941328327;-0.0274967319622849;-0.0235498478303805;7.17499330874212;0.906714437402797;0.599388686655367;7.78388189298146;-1.15915555910774;-0.914971512977348;8.43477653862063
BGM0160;BGM0160;10.9335410371377;7.13827561955329;4.73998240965477;6.86689018447008;4.5407392921323;4.4189805983538;0.214726776781542;0.160812028935405;4.41111494591843;2.36534298838661;1.1661813811498;4.22716981921395;3.59054814952179;2.33973006531915;4.87633380338399
BGM0161;BGM0161;-5.27798315599666;-4.35340729652338;9.58494526648954;-5.44798601014578;-4.52243986582908;8.88106758200944;-0.334599721840466;-0.295001125017592;8.19702948302841;0.381284850398527;0.270447879204298;9.3549948592685;-1.47881273774673;-1.21858894025889;9.86944865613724
BGM0162;BGM0162;4.03502384083437;3.42700010255931;10.792756602273;9.39844839924018;8.02632217408358;9.98575729754024;0.0585019616893577;0.0526006210756526;9.04846381423699;1.45432957850141;1.08362912161142;10.7883366969474;1.4384882569476;1.22071101457537;11.1152882519932
BGM0163;BGM0163;1.76019686717666;1.39003025553795;8.17399491831109;10.4729085444336;8.3346187344141;7.58837289599922;0.423681395336627;0.362710212230171;7.1615618784206;3.78081847068216;2.49677160751562;7.76422987988039;1.19686620424496;0.944064897374217;8.41405613886681
BGM0164;BGM0164;2.03249519708151;1.70279698703874;10.1972875355891;3.18082769702063;2.68073441104247;9.44221186503017;-0.0461638432218114;-0.0411306442471643;8.6342489838801;1.48365095681347;1.08019808973607;10.0727430568847;0.7807740222226;0.653534574789671;10.5007739394777
BGM0167;BGM0167;3.56231050468218;2.93827927926322;9.58494526648954;7.99583782798763;6.63744284340184;8.88106758200944;0.289726651951381;0.255438611254999;8.19702948302841;0.240391663493564;0.170511405061791;9.3549948592685;1.12906013014457;0.930381617876669;9.86944865613724
BGM0168;BGM0168;-0.864464459378477;-0.712748371955932;9.57021409999294;-0.165107643337491;-0.137006015791719;8.86779488726827;-0.286091767728411;-0.25215972622354;8.18537002367566;0.362638540546523;0.257096629967793;9.34240421106389;-0.21771904489668;-0.179335515639015;9.85415059206546
BGM0169;BGM0169;0.857948850308918;0.693968725882348;8.90337078065382;4.13725077332171;3.36992786579496;8.25662963860067;0.0736233072264176;0.0640577627867888;7.7007619140488;1.45312870309946;0.998073941117124;8.57915274438552;0.461329151442293;0.372763964425062;9.16648372768439
BGM0170;BGM0170;10.5409745580058;8.68919433358342;9.56250150145209;1.65472574103876;1.37281412762513;8.86080409018414;-0.0956911471812679;-0.0843281660556777;8.17904143276298;1.50868624333477;1.06934696583862;9.33630261690116;3.35566173816179;2.76348311453727;9.84615227587231
BGM0171;BGM0171;9.09904578877003;7.50057565111462;9.56250150145209;9.26164972663173;7.68376491312326;8.86080409018414;0.49377192092192;0.435138273159774;8.17904143276298;-0.505530825089244;-0.358316950482807;9.33630261690116;2.55344146700317;2.10283184916247;9.84615227587231
BGM0179;BGM0179;0.909429426557943;0.772224117439232;10.7828866399416;1.85440795934998;1.58334885623372;9.97691095402274;-0.110274470983693;-0.0991354188065528;9.04119819444291;0.759237112519661;0.565549776808668;10.7789604308706;0.512102974747457;0.434479293969991;11.105031378785
BGM0184;BGM0184;7.89477420448872;6.05053439094817;7.39648797839788;-3.17460218741302;-2.45399480205179;6.87335648585064;-0.273350010217185;-0.229252299686064;6.56739266361846;1.22081206672498;0.768421867950601;6.92500500967721;2.54299866399886;1.94642256738099;7.61261388623706
BGM0185;BGM0185;7.37959098026719;6.08318517202003;9.56250150145209;6.47502447381506;5.37189024979554;8.86080409018414;-0.0223848371786568;-0.0197267179079299;8.17904143276298;-1.22964186118768;-0.871562128400359;9.33630261690116;2.07106268257781;1.7055791671026;9.84615227587231
BGM0187;BGM0187;0.445462115100181;0.367205789659631;9.56250150145209;-2.30505667990094;-1.91234976084812;8.86080409018414;-0.0354393855352868;-0.0312310853862965;8.17904143276298;-0.579049748086725;-0.410426683428542;9.33630261690116;0.0235338050850842;0.0193807594591066;9.84615227587231
BGM0188;BGM0188;8.3337344246204;5.85531156949436;5.72190146834509;2.83387398394083;2.0128114473383;5.3269867951218;0.204077477092241;0.161065215306837;5.23093146818796;1.44805541904391;0.796172292207163;5.19109893821143;2.83189623845372;1.98648979867982;5.88783744596122
BGM0189;BGM0189;-2.53764912670947;-1.7829613392817;5.72190146834509;1.2830080619429;0.911280222317716;5.3269867951218;0.08139607666023;0.0642406834855475;5.23093146818796;3.63044402946946;1.99609690807342;5.19109893821143;-0.303049034928254;-0.212579757764519;5.88783744596122
BGM0199;BGM0199;-9.61634235792964;-8.33943762098374;11.8291164871042;-3.61632646741068;-3.15144267328682;10.9313708577135;-0.165687218106542;-0.151049877784597;9.75097803946511;-0.158268214019516;-0.122240764764733;12.0829171166064;-2.89516086951924;-2.50886745983329;12.184522136738
BGM0202;BGM0202;5.31021214096391;4.29370788150581;8.89148580354362;-2.56974844803279;-2.09244516469101;8.24629276859928;0.0314278345207664;0.0273383474491079;7.69270651881342;-3.57828518798574;-2.45637624899279;8.56681829433075;0.548434975307367;0.442982917798801;9.15402637960349
BGM0208;BGM0208;1.85621948137473;1.53012908917408;9.56250150145209;5.05255884151507;4.19176663918634;8.86080409018414;0.0137662198089321;0.0121315304936989;8.17904143276298;0.249800575569758;0.177057018137725;9.33630261690116;0.625369355995458;0.515009494547322;9.84615227587231
BGM0210;BGM0210;-0.226231342256482;-0.186488268840476;9.56250150145209;2.56349530400639;2.12675882302494;8.86080409018414;-0.026401621288389;-0.0232665232858888;8.17904143276298;-0.165128140525592;-0.117041748624491;9.33630261690116;-0.213730453961376;-0.17601312249911;9.84615227587231
BGM0211;BGM0211;-1.52294505891314;-1.20053555097565;8.12401303762122;-5.60742567452596;-4.45495459363546;7.5431204763808;-0.0470176379259814;-0.0402021288914698;7.12350872751159;-2.80782370140334;-1.84936397591754;7.71422793483801;-1.04686462727903;-0.824265794584985;8.36227180255012
BGM0212;BGM0212;-1.74109732038217;-1.65582377395227;19.7634318601097;-1.84679924640693;-1.75956705838287;18.0889645485246;0.169242675158804;0.163874374029501;14.4623868921672;-0.477517482575785;-0.434696043976448;24.0262923989534;-0.728323410284265;-0.692451602413879;20.3849486993012
BGM0213;BGM0213;-4.04717059741986;-3.4364530380121;10.7812592627023;-4.54661477721213;-3.88189707105408;9.9753760366692;-0.139954797272928;-0.125813832856369;9.03975255837525;-2.45029552678973;-1.82514814145175;10.7779248665105;-1.56775152416418;-1.33006724538062;11.1033639878194
BGM0214;BGM0214;8.91619618986977;5.8194615963092;4.73656295997972;2.74578196285927;1.81513489576373;4.41587591420562;0.256832813209034;0.192303516658151;4.40813759355977;2.16550118513865;1.06725163590527;4.22430906060558;2.9012158237427;1.88996765454498;4.87278796730614
BGM0215;BGM0215;-5.2908403604954;-4.43162382765835;10.1882159113144;-1.36692352504087;-1.15176267686756;9.433678512957;-0.080718099846005;-0.0719036854706114;8.62589412511817;-1.55945713686114;-1.13516810488646;10.0670320870259;-1.63069070378317;-1.36464531535916;10.4914671419527
BGM0216;BGM0216;1.09890604874223;0.943977221839971;11.3361503403284;0.189125456858195;0.163302282987303;10.4817806719022;-0.233790967679186;-0.211803558598225;9.42055413919829;-0.925908516092295;-0.703431567867258;11.4574441990696;0.145266634438667;0.124688734351661;11.6759217785289
BGM0220;BGM0220;-1.79184019420907;-1.47705959980555;9.56250150145209;0.159880232042229;0.132641824461964;8.86080409018414;-0.00430930868486265;-0.00379759370711577;8.17904143276298;0.356554080196232;0.252723205702762;9.33630261690116;-0.51815176750171;-0.426712753545595;9.84615227587231
BGM0226;BGM0226;-5.1076870058644;-4.33594007771209;10.7707506876395;-1.69955017164126;-1.45075974664882;9.96602580762864;-0.196406485749637;-0.176531968449815;9.03179376888581;1.26457227337132;0.941672670020759;10.7686450360157;-1.25688370141031;-1.06608072482612;11.0924126283071
BGM0235;BGM0235;6.79702858883953;5.69428555495593;10.1960277745093;3.38085219103205;2.84918027513617;9.44042063705075;0.300297043402545;0.267532577169922;8.63044359933736;-0.0784247487463118;-0.057106832777534;10.0770015146945;1.86192896759522;1.55845745931606;10.4996595244995
BGM0236;BGM0236;3.20198675331418;2.71822446479761;10.7714643800613;-0.120068116521995;-0.102493174761455;9.96659425917754;0.076977317483092;0.0691882421189598;9.03200981728695;-0.653485834596296;-0.486641434561173;10.7698928015707;0.844419648941384;0.716243002976295;11.093175297735
BGM0237;BGM0237;9.51332378941516;7.84207557941109;9.56250150145209;4.00305062941529;3.32106059715383;8.86080409018414;0.415444630782143;0.366112068289576;8.17904143276298;-0.853990377926601;-0.605302808006416;9.33630261690116;2.45524314853916;2.02196273417835;9.84615227587231
BGM0238;BGM0238;-4.30867960104101;-3.55175455253874;9.56250150145209;0.677597405635513;0.562156778146586;8.86080409018414;0.346155104889264;0.305050425519787;8.17904143276298;0.116862249053773;0.0828311996605114;9.33630261690116;-1.14339180355297;-0.941615749431836;9.84615227587231
BGM0239;BGM0239;-7.90127006648643;-6.24230202896681;8.18603815951486;-2.13882389538704;-1.70277350677031;7.59844790999038;-0.12834871447776;-0.109903448094283;7.16871014319165;0.318258979716872;0.210317360596463;7.7775339144303;-2.36421227674245;-1.86566430588108;8.42681442889309
BGM0240;BGM0240;3.23479991556034;2.66652812241307;9.56250150145209;-5.50183456733132;-4.56450034864831;8.86080409018414;-0.160963888964415;-0.141850003447508;8.17904143276298;-0.117794039417621;-0.0834916465909323;9.33630261690116;0.907428582632312;0.74729330946407;9.84615227587231
BGM0247;BGM0247;0.767231435989601;0.632448452414173;9.56250150145209;1.09277642057537;0.906602750713087;8.86080409018414;-0.08966597101667;-0.0790184579887398;8.17904143276298;1.10181439551311;0.780958854741684;9.33630261690116;0.260273848232293;0.214342934678387;9.84615227587231
BGM0257;BGM0257;-5.56233755760064;-4.86957554416855;12.3590455431236;-6.63285932896344;-5.83334313993369;11.4134708962304;-0.0804876079668686;-0.0738413989851073;10.10495086495;1.79676707294757;1.41024332600608;12.749665632921;-1.48028430107672;-1.29502287887018;12.7316827914221
BGM0260;BGM0260;-7.52654399159745;-6.08737300388326;8.90004122612214;-7.70005744950658;-6.27136933552686;8.25375681255592;-0.233235181334192;-0.202920586558629;7.69876832016825;0.81566625166689;0.560135213176016;8.57510590200436;-2.10056298701286;-1.69712398162807;9.1629904605616
BGM0261;BGM0261;4.10352809145179;3.43777585015267;10.1960277745093;0.793942030054686;0.669086917681205;9.44042063705075;0.371477683181867;0.330946921144128;8.63044359933736;-0.342856780241908;-0.249659260997494;10.0770015146945;1.17492055641291;0.983422964631343;10.4996595244995
BGM0264;BGM0264;-0.100540201284058;-0.0828778537019873;9.56250150145209;9.61349634946211;7.97566827970504;8.86080409018414;0.429503375166206;0.378501387112433;8.17904143276298;0.138011528272223;0.0978216707818851;9.33630261690116;0.0396916816804638;0.0326872315120879;9.84615227587231
BGM0269;BGM0269;-7.80726510633992;-6.31582938774146;8.90736372853334;-8.96862170387215;-7.30606993042279;8.26014663407097;-0.20821466448168;-0.18117628436271;7.70350843451555;-2.30529762596129;-1.58367913550684;8.58337370605962;-2.19111478536202;-1.7706878634636;9.17065265882761
BGM0270;BGM0270;-7.57707516183285;-5.81381013306009;7.4243111296588;-2.80294705949039;-2.16903891336116;6.89777718346236;0.335538865825089;0.281620804563426;6.58763301794502;1.46642474276753;0.92456752669911;6.95186210392218;-2.187922806531;-1.67663280210286;7.64171944529273
BGM0277;BGM0277;2.67447034038976;2.20501177621638;9.56885051939041;-2.50040255774764;-2.07475401772145;8.86652251258587;-0.291525560868269;-0.256940561358859;8.18406347524924;-3.53724970911235;-2.50770059043185;9.34166351502687;0.077313523750646;0.0636809224773673;9.85274663979667
BGM0281;BGM0281;6.18942257544419;5.10449748980692;9.57994168356059;-0.874344837113319;-0.725711420333667;8.87657298059049;0.0479674399813986;0.0422867833097454;8.19337627292227;1.19624340400837;0.848339181263188;9.34998984941928;1.85996563101763;1.53246258149597;9.86425375533287
BGM0283;BGM0283;0.449615466347028;0.370692986604494;9.56885051939041;4.33737314466925;3.59901341900959;8.86652251258587;-0.209191939716022;-0.184374551110704;8.18406347524924;0.174180989046395;0.123484007348539;9.34166351502687;0.0696849046846582;0.0573974486970576;9.85274663979667
BGM0284;BGM0284;-4.74324940504081;-3.8366695555006;8.90336568953854;-4.70375889007232;-3.83136245435537;8.25658889169704;0.299692873089975;0.260753415541371;7.70052865481304;0.125578583799749;0.0862546147741016;8.57957302487138;-1.44976269187163;-1.17143985114446;9.16648770706335
