L,Parce,CLONE,LOCATION,REP,Interacao,R,FRY,AGY,PLH,DMC,DRY
1,325,BGM0902,1,5,BGM09021,1,10.05,8.1,1.38,38.97,3.44916
1,326,BGM0903,1,5,BGM09031,1,20.42,9.72,1.8,42.82,7.794314
1,327,BGM0906,1,5,BGM09061,1,13.29,8.1,1.48,39.25,4.59834
1,328,BGM0909,1,5,BGM09091,1,24.79,26.74,2,37.14,8.054271
1,329,BGM0914,1,5,BGM09141,1,40.97,22.78,1.93,23.73,7.817076
1,330,BGM0915,1,5,BGM09151,1,26.74,30.14,2.25,36.31,8.465884
1,331,BGM0917,1,5,BGM09171,1,23.82,39.7,2.35,38.1,7.96779
1,332,BGM0919,1,5,BGM09191,1,15.36,8.75,1.67,31.71,4.156416
1,333,BGM0925,1,5,BGM09251,1,14.58,43.27,2.5,35.49,4.496472
1,334,BGM0930,1,5,BGM09301,1,16.2,6.48,1,33.67,4.70124
1,335,BGM0935,1,5,BGM09351,1,34.19,45.37,2.27,35.66,10.602319
1,336,BGM0936,1,5,BGM09361,1,23.09,32.57,2.7,24.66,4.620309
1,337,BGM0941,1,5,BGM09411,1,71.95,63.2,2.4,24.98,14.627435
1,338,BGM0942,1,5,BGM09421,1,75.35,33.06,2.25,35.55,23.28315
1,339,BGM0946,1,5,BGM09461,1,35,13.61,1.5,31.86,9.5235
1,340,BGM0948,1,5,BGM09481,1,46.18,24.79,2.43,36.31,14.620588
1,341,BGM0949,1,5,BGM09491,1,26.39,41.67,2.23,32.34,7.307391
1,342,BGM0952,1,5,BGM09521,1,29.17,23.33,2.57,35.66,9.045617
1,343,BGM0953,1,5,BGM09531,1,18.47,26.25,2.37,25.61,3.871312
1,344,BGM0954,1,5,BGM09541,1,4.05,11.67,1.55,38.82,1.383885
1,345,BGM0955,1,5,BGM09551,1,12.59,52.09,1.18,38.66,4.281859
1,346,BGM0957,1,5,BGM09571,1,27.22,24.31,1.85,25.51,5.678092
1,347,BGM0959,1,5,BGM09591,1,30.14,9.32,1.9,37.58,9.925102
1,348,BGM0960,1,5,BGM09601,1,16.29,20.9,2.13,37.68,5.380587
1,349,BGM0961,1,5,BGM09611,1,17.5,18.72,2.63,36.47,5.5685
1,350,BGM0962,1,5,BGM09621,1,34.03,24.31,2.63,34.55,10.17497
1,351,BGM0973,1,5,BGM09731,1,18.47,14,1.15,35.17,5.637044
1,352,BGM0992,1,5,BGM09921,1,5.4,3.78,1.18,39.58,1.88622
1,353,BGM0993,1,5,BGM09931,1,8.25,4.34,1.13,35.98,2.584725
1,354,BGM0996,1,5,BGM09961,1,21.88,13.98,1.48,35.09,6.660272
1,355,BGM1043,1,5,BGM10431,1,26.39,18.75,1.72,39.09,9.088716
1,356,BGM1044,1,5,BGM10441,1,15.63,13.02,1.53,41.78,5.803419
1,357,BGM1079,1,5,BGM10791,1,23.87,15.19,1.87,36.9,7.698075
1,358,BGM1107,1,5,BGM11071,1,15.19,14.32,1.4,37.89,5.049156
1,359,BGM1115,1,5,BGM11151,1,5.47,3.04,1.37,30.56,1.417277
1,360,BGM1153,1,5,BGM11531,1,27.22,22.69,1.83,36.05,8.54708
1,361,BGM1155,1,5,BGM11551,1,31.69,30.82,1.95,39.44,11.024951
1,362,BGM1196,1,5,BGM11961,1,21.09,14.76,1.27,38.75,7.19169
1,363,BGM1213,1,5,BGM12131,1,8.51,4.86,1.3,36.9,2.744475
1,364,BGM1214,1,5,BGM12141,1,11.72,9.12,1.78,38.75,3.99652
1,365,BGM1223,1,5,BGM12231,1,2.43,1.22,1.17,32.67,0.680886
1,366,BGM1254,1,5,BGM12541,1,2.08,3.47,1.05,45.18,0.843024
1,367,BGM1262,1,5,BGM12621,1,6.08,6.51,1.32,36.05,1.90912
1,368,BGM1265,1,5,BGM12651,1,24.85,28.09,1.8,36.5,7.914725
1,369,BGM1267,1,5,BGM12671,1,16.93,16.06,1.42,32.18,4.660829
1,370,BGM1288,1,5,BGM12881,1,10.69,19.64,1.8,39.44,3.719051
1,371,BGM1291,1,5,BGM12911,1,14.58,13.89,1.62,37.48,4.786614
1,372,BGM1362,1,5,BGM13621,1,18.23,13.37,1.48,34.85,5.50546
1,373,BGM1363,1,5,BGM13631,1,11.72,11.29,1.95,39.44,4.077388
1,374,BGM1366,1,5,BGM13661,1,16.49,20.4,1.7,35.93,5.158072
1,375,BGM1413,1,5,BGM14131,1,10.85,12.59,1.63,36.5,3.455725
1,376,BGM1415,1,5,BGM14151,1,13.02,11.72,1.33,38.1,4.35519
1,377,BGM1422,1,5,BGM14221,1,4.77,6.08,1.13,41.6,1.762515
1,378,BGM1429,1,5,BGM14291,1,18.23,13.46,1.62,37.68,6.021369
1,379,BGM1537,1,5,BGM15371,1,1.62,4.05,1.48,42.82,0.618354
1,380,BGM1549,1,5,BGM15491,1,10.85,10.42,1.7,37.75,3.59135
1,381,BGM1639,1,5,BGM16391,1,6.94,4.77,1.5,35.14,2.116006
1,382,BGM1645,1,5,BGM16451,1,21.15,11.42,1.3,32.98,5.991795
1,383,BGM1657,1,5,BGM16571,1,10.33,4.86,1.43,32.98,2.926489
1,384,BGM1660,1,5,BGM16601,1,9.55,6.94,1.65,37.75,3.16105
1,385,BGM1661,1,5,BGM16611,1,7.29,3.91,1.1,32.18,2.006937
1,386,BGM1669,1,5,BGM16691,1,10.37,5.4,1.22,34.36,3.080927
1,387,BGM1670,1,5,BGM16701,1,11.29,8.77,1.47,36.9,3.641025
1,388,BGM1679,1,5,BGM16791,1,5.64,5.64,1.47,33.46,1.624884
1,389,BGM1692,1,5,BGM16921,1,20.83,18.23,2.07,31.13,5.515784
1,390,BGM1710,1,5,BGM17101,1,16.49,15.63,1.52,33.48,4.754067
1,391,BGM1715,1,5,BGM17151,1,23.44,23.44,1.9,36.71,7.514864
1,392,BGM1728,1,5,BGM17281,1,34.43,15.23,2.21,33.79,10.032902
1,393,BGM1734,1,5,BGM17341,1,15.8,10.94,1.38,31.71,4.27548
1,394,BGM1739,1,5,BGM17391,1,9.12,6.77,1.85,37.89,3.031488
1,395,BGM1742,1,5,BGM17421,1,0.87,2.6,0.87,34.55,0.26013
1,396,BGM1782,1,5,BGM17821,1,4.77,4.77,1.35,35.66,1.479177
1,397,BGM1783,1,5,BGM17831,1,7.38,4.77,1.2,37.72,2.440566
1,398,BGM1835,1,5,BGM18351,1,24.74,12.59,1.33,37.53,8.134512
1,399,BGM1884,1,5,BGM18841,1,14.1,29.17,1.03,29.85,3.5532
1,400,BGM1957,1,5,BGM19571,1,34.03,21.39,1.88,32.67,9.535206
1,401,BGM1957,1,5,BGM19571,1,25.28,19.45,1.7,34.55,7.55872
1,402,BGM2030,1,5,BGM20301,1,32.55,15.19,1.55,37.31,10.63083
1,403,BRSCaip,1,5,BRSCaip1,1,52.02,21.88,1.95,37.68,17.182206
1,404,BRSJari,1,5,BRSJari1,1,17.62,10.33,1.87,26.52,3.853494
1,405,BRSKiri,1,5,BRSKiri1,1,52.09,17.36,2.35,41.5,19.195165
1,406,BRSNovo,1,5,BRSNovo1,1,37.43,29.17,2.25,31.13,9.911464
1,407,BRSTapi,1,5,BRSTapi1,1,43.02,34.03,2.53,31.56,11.576682
1,408,BRSVerd,1,5,BRSVerd1,1,37.68,24.31,1.75,32.67,10.557936
1,409,Corrente,1,5,Corrente1,1,38.4,29.17,2.37,39.69,13.45536
1,410,FBranca,1,5,FBranca1,1,19.45,7.78,1.6,31.71,5.26317
1,411,IAC90,1,5,IAC901,1,34.29,13.02,1.87,30.53,8.874252
1,412,OlhoJun,1,5,OlhoJun1,1,15.63,9.98,1.48,34.55,4.67337
1,413,962409,1,6,9624091,1,47.9,26.77,1.87,37.49,15.73036
1,414,BGM0212,1,6,BGM02121,1,34.03,14.26,1.8,28.91,8.255678
1,415,BGM0968,1,6,BGM09681,1,1.82,3.65,1.55,38.31,0.612612
1,416,BGM0971,1,6,BGM09711,1,10.05,7.62,1.63,26.67,2.21301
1,417,BGM0973,1,6,BGM09731,1,26.25,18.96,2.25,32.34,7.268625
1,418,BGM0975,1,6,BGM09751,1,14.83,13.85,2.33,36.12,4.667001
1,419,BGM0978,1,6,BGM09781,1,30.14,35.49,2.15,26.52,6.591618
1,420,BGM0980,1,6,BGM09801,1,11.29,10.42,1.47,36.9,3.641025
1,421,BGM0982,1,6,BGM09821,1,2.92,4.62,1.4,18.57,0.406464
1,422,BGM0986,1,6,BGM09861,1,14.93,10.85,1.68,37.48,4.901519
1,423,BGM0989,1,6,BGM09891,1,13.81,23.92,1.63,29.02,3.365497
1,424,BGM0992,1,6,BGM09921,1,10.42,4.17,1.47,34.21,3.080152
1,425,BGM0993,1,6,BGM09931,1,7.64,3.75,1.47,32.67,2.140728
1,426,BGM0994,1,6,BGM09941,1,41.81,17.01,2.1,39.83,14.708758
1,427,BGM0996,1,6,BGM09961,1,21.27,19.45,2,34.21,6.287412
1,428,BGM1006,1,6,BGM10061,1,8.46,9.55,1.58,33.48,2.439018
1,429,BGM1024,1,6,BGM10241,1,12.76,12.15,2.18,31.42,3.415852
1,430,BGM1029,1,6,BGM10291,1,34.57,28.52,2.23,38.53,11.712316
1,431,BGM1031,1,6,BGM10311,1,14.58,6.81,2.4,27.03,3.263004
1,432,BGM1041,1,6,BGM10411,1,25.17,15.63,1.85,36.05,7.90338
1,433,BGM1043,1,6,BGM10431,1,31.81,26.39,2.4,39.25,11.00626
1,434,BGM1044,1,6,BGM10441,1,24.31,22.36,1.95,34.36,7.222501
1,435,BGM1060,1,6,BGM10601,1,22.73,13.85,1.88,25.61,4.764208
1,436,BGM1064,1,6,BGM10641,1,17.31,25.08,2.27,36.05,5.43534
1,437,BGM1067,1,6,BGM10671,1,18.47,7.13,1.43,34.38,5.491131
1,438,BGM1068,1,6,BGM10681,1,8.1,37.59,2.23,38.75,2.7621
1,439,BGM1078,1,6,BGM10781,1,25,22.08,1.5,36.9,8.0625
1,440,BGM1079,1,6,BGM10791,1,28.65,15.97,1.75,33.65,8.3085
1,441,BGM1081,1,6,BGM10811,1,15.19,21.18,2.53,34,4.458265
1,442,BGM1082,1,6,BGM10821,1,14.1,9.4,1.8,35.2,4.30755
1,443,BGM1115,1,6,BGM11151,1,4.86,4.86,1.15,36.05,1.52604
1,444,BGM1120,1,6,BGM11201,1,13.2,11.95,1.35,39.69,4.62528
1,445,BGM1126,1,6,BGM11261,1,16.49,13.89,1.67,35.27,5.049238
1,446,BGM1127,1,6,BGM11271,1,8.25,6.08,1.38,34.55,2.46675
1,447,BGM1133,1,6,BGM11331,1,5.67,5.67,1.85,35.66,1.758267
1,448,BGM1141,1,6,BGM11411,1,12.96,9.72,1.82,34.79,3.906144
1,449,BGM1142,1,6,BGM11421,1,36.11,13.89,2.13,35.66,11.197711
1,450,BGM1143,1,6,BGM11431,1,10.42,8.25,1.58,29.85,2.62584
1,451,BGM1153,1,6,BGM11531,1,29.17,14.1,1.75,38.31,9.818622
1,452,BGM1158,1,6,BGM11581,1,17.72,32.73,1.93,37.26,5.778492
1,453,BGM1159,1,6,BGM11591,1,22.22,31.25,2.27,39.47,7.737004
1,454,BGM1164,1,6,BGM11641,1,15.63,8.68,1.85,33.31,4.479558
1,455,BGM1227,1,6,BGM12271,1,19.79,12.59,1.82,35.82,6.168543
1,456,BGM1243,1,6,BGM12431,1,13.02,6.51,1.72,34.18,3.844806
1,457,BGM1248,1,6,BGM12481,1,5.21,6.34,1.47,39.02,1.790677
1,458,BGM1251,1,6,BGM12511,1,4.86,3.24,0.88,36.9,1.56735
1,459,BGM1269,1,6,BGM12691,1,9.98,10.42,1.68,33.19,2.848292
1,460,BGM1275,1,6,BGM12751,1,6.94,13.46,1.52,36.43,2.205532
1,461,BGM1284,1,6,BGM12841,1,9.98,10.24,1.33,36.68,3.196594
1,462,BGM1285,1,6,BGM12851,1,5.83,5.83,1.5,32.67,1.633566
1,463,BGM1286,1,6,BGM12861,1,5.64,4.77,1.1,30.98,1.485012
1,464,BGM1306,1,6,BGM13061,1,14.58,11.11,1.7,34.36,4.331718
1,465,BGM1313,1,6,BGM13131,1,22.14,16.67,1.57,36.9,7.14015
1,466,BGM1318,1,6,BGM13181,1,35.68,25.17,1.67,38.75,12.16688
1,467,BGM1335,1,6,BGM13351,1,6.94,5.21,1.42,36.43,2.205532
1,468,BGM1366,1,6,BGM13661,1,29.17,24.31,1.7,33.1,8.298865
1,469,BGM1369,1,6,BGM13691,1,7.38,13.46,1.42,40.21,2.624328
1,470,BGM1432,1,6,BGM14321,1,6.48,17.82,1.17,36.53,2.065824
1,471,BGM1436,1,6,BGM14361,1,12.64,8.75,1.6,34.04,3.714896
1,472,BGM1442,1,6,BGM14421,1,9.55,7.81,1.22,34,2.802925
1,473,BGM1451,1,6,BGM14511,1,5.67,1.62,1.52,35.49,1.748628
1,474,BGM1458,1,6,BGM14581,1,6.08,9.98,1.8,32.34,1.683552
1,475,BGM1498,1,6,BGM14981,1,7.99,5.21,1.37,31.56,2.150109
1,476,BGM1518,1,6,BGM15181,1,23,16.75,1.6,36.9,7.4175
1,477,BGM1519,1,6,BGM15191,1,4.86,6.48,1.3,35.27,1.488132
1,478,BGM1521,1,6,BGM15211,1,0.97,0.97,1.33,34.55,0.29003
1,479,BGM1584,1,6,BGM15841,1,5.4,10.48,1.42,35.66,1.67454
1,480,BGM1605,1,6,BGM16051,1,11.72,8.94,1.32,32.48,3.261676
1,481,BGM1622,1,6,BGM16221,1,23,10.42,1.7,35.75,7.153
1,482,BGM1628,1,6,BGM16281,1,4.43,7.81,1.12,32.5,1.233755
1,483,BGM1692,1,6,BGM16921,1,18.66,15.63,2.3,28.77,4.500792
1,484,BGM1697,1,6,BGM16971,1,22.57,9.98,1.27,27.16,5.080507
1,485,BGM1728,1,6,BGM17281,1,59.31,27.22,2.7,34.21,17.532036
1,486,BGM1730,1,6,BGM17301,1,6.08,7.9,1.38,30.79,1.589312
1,487,BGM1743,1,6,BGM17431,1,3.91,3.47,0.73,37.82,1.296947
1,488,BGM1745,1,6,BGM17451,1,6.08,5.21,1.53,38.93,2.084224
1,489,BGM1747,1,6,BGM17471,1,4.77,3.91,0.95,27.59,1.094238
1,490,BGM1985,1,6,BGM19851,1,10.83,6.94,1.7,36.9,3.492675
1,491,BGM2017,1,6,BGM20171,1,24.05,10.42,1.43,36.05,7.5517
1,492,BGM2022,1,6,BGM20221,1,39.15,44.27,2.12,39.44,13.620285
1,493,BRSCaip,1,6,BRSCaip1,1,37.92,16.33,1.52,38.97,13.014144
1,494,BRSJari,1,6,BRSJari1,1,19.97,8.94,1.77,29.02,4.866689
1,495,BRSKiri,1,6,BRSKiri1,1,31.16,14.58,1.93,36.31,9.865256
1,496,BRSNovo,1,6,BRSNovo1,1,59.17,40.97,2.4,35.66,18.348617
1,497,BRSTapi,1,6,BRSTapi1,1,38.89,38.65,2.7,30.53,10.064732
1,498,BRSVerd,1,6,BRSVerd1,1,38.5,21,1.6,34.21,11.3806
1,499,Corrente,1,6,Corrente1,1,46.18,30.38,1.63,40.15,16.3939
1,500,FBranca,1,6,FBranca1,1,18.2,6.39,1.39,31.66,4.91582
1,501,IAC90,1,6,IAC901,1,25.23,9.83,1.63,32.77,7.094676
1,502,OlhoJun,1,6,OlhoJun1,1,8.94,9.72,1.9,35.09,2.721336
2,503,962409,2,7,9624092,1,15.19,8.9,2.07,37.31,4.961054
2,504,BGM0022,2,7,BGM00222,1,18.66,14.24,1.47,38.31,6.280956
2,505,BGM0032,2,7,BGM00322,1,19.1,18.92,1.4,35.46,5.88471
2,506,BGM0062,2,7,BGM00622,1,13.42,12.45,1.8,33.65,3.8918
2,507,BGM0070,2,7,BGM00702,1,9.81,14.32,1.73,37.53,3.225528
2,508,BGM0091,2,7,BGM00912,1,10.69,6.32,1.5,34.08,3.146067
2,509,BGM0116,2,7,BGM01162,1,35.85,22.57,1.95,37.75,11.86635
2,510,BGM0133,2,7,BGM01332,1,10.76,12.85,1.67,35.66,3.336676
2,511,BGM0140,2,7,BGM01402,1,7.99,4.17,1.87,38.97,2.742168
2,512,BGM0157,2,7,BGM01572,1,10.85,10.07,1.77,37.68,3.583755
2,513,BGM0199,2,7,BGM01992,1,6.77,4.51,1.53,34.55,2.02423
2,514,BGM0212,2,7,BGM02122,1,20.49,19.36,2.53,33.65,5.9421
2,515,BGM0213,2,7,BGM02132,1,16.2,13.61,1.8,33.56,4.68342
2,516,BGM0215,2,7,BGM02152,1,2.6,9.46,2.23,27.84,0.60294
2,517,BGM0216,2,7,BGM02162,1,15.56,4.86,1.35,33.88,4.548188
2,518,BGM0239,2,7,BGM02392,1,5.56,10.16,1.7,34.1,1.63742
2,519,BGM0270,2,7,BGM02702,1,12.67,20.4,2.43,37.53,4.165896
2,520,BGM0398,2,7,BGM03982,1,18.23,21.79,2.47,34.21,5.388788
2,521,BGM0420,2,7,BGM04202,1,7.51,18.49,1.95,38.01,2.505336
2,522,BGM0438,2,7,BGM04382,1,17.1,19.62,1.7,34.55,5.1129
2,523,BGM0444,2,7,BGM04442,1,13.54,14.28,2.07,32.48,3.768182
2,524,BGM0449,2,7,BGM04492,1,16.75,16.06,1.93,36.7,5.368375
2,525,BGM0451,2,7,BGM04512,1,24.44,17.97,1.87,35.75,7.60084
2,526,BGM0460,2,7,BGM04602,1,19.79,34.72,2.47,38.97,6.791928
2,527,BRSCaip,2,7,BRSCaip2,1,25.78,18.92,1.77,39.44,8.968862
2,528,BRSDour,2,7,BRSDour2,1,26.74,25.44,2.42,33.65,7.7546
2,529,BRSForm,2,7,BRSForm2,1,20.9,7.21,1.67,34.36,6.20939
2,530,BRSGema,2,7,BRSGema2,1,15.28,17.8,1.47,35.66,4.738328
2,531,BRSJari,2,7,BRSJari2,1,11.83,3.56,1.53,26.6,2.596685
2,532,BRSKiri,2,7,BRSKiri2,1,36.03,12.33,2.1,37.28,11.756589
2,533,BRSNovo,2,7,BRSNovo2,1,26.82,25.52,1.77,35.66,8.316882
2,534,BRSPoti,2,7,BRSPoti2,1,25.26,20.49,2.13,34.21,7.466856
2,535,BRSTapi,2,7,BRSTapi2,1,32.64,19.1,1.87,37.53,10.732032
2,536,BRSVerd,2,7,BRSVerd2,1,19.71,14.93,1.83,37.53,6.480648
2,537,BRSVerd,2,7,BRSVerd2,1,25.78,18.06,1.87,37.68,8.515134
2,538,Cascuda,2,7,Cascuda2,1,9.38,4.86,1.03,35.66,2.908738
2,539,Cigana,2,7,Cigana2,1,16.06,17.8,1.9,38.75,5.47646
2,540,Corrente,2,7,Corrente2,1,27.22,27.22,2,37.39,8.911828
2,541,Eucalip,2,7,Eucalip2,1,19.36,21.7,2.13,34.36,5.751856
2,542,FBranca,2,7,FBranca2,1,13.51,7.78,1.7,32.67,3.785502
2,543,IAC90,2,7,IAC902,1,18.26,3.02,1,33.65,5.2954
2,544,OlhoJun,2,7,OlhoJun2,1,16.15,6.16,1.03,34.21,4.77394
2,545,962409,2,8,9624092,1,25.7,21.88,1.98,35.09,7.82308
2,546,BGM0257,2,8,BGM02572,1,17.01,13.46,1.83,37.11,5.521446
2,547,BGM0285,2,8,BGM02852,1,19.61,6.64,1.9,31.86,5.335881
2,548,BGM0510,2,8,BGM05102,1,13.02,17.88,1.73,34.55,3.89298
2,549,BGM0517,2,8,BGM05172,1,7.47,11.11,1.57,40.63,2.687706
2,550,BGM0557,2,8,BGM05572,1,14.58,12.85,1.82,38.97,5.003856
2,551,BGM0561,2,8,BGM05612,1,13.72,13.02,1.43,37.31,4.480952
2,552,BGM0563,2,8,BGM05632,1,10.89,15.19,1.6,37.12,3.535983
2,553,BGM0593,2,8,BGM05932,1,23.44,16.32,2.1,35.27,7.177328
2,554,BGM0625,2,8,BGM06252,1,24.91,22.4,1.63,34.36,7.400761
2,555,BGM0659,2,8,BGM06592,1,30.9,34.72,2.1,33.65,8.961
2,556,BGM0662,2,8,BGM06622,1,12.93,12.07,1.23,37.31,4.222938
2,557,BGM0664,2,8,BGM06642,1,11.2,6.34,1.57,38.53,3.79456
2,558,BGM0666,2,8,BGM06662,1,19.12,12.96,1.5,38.14,6.403288
2,559,BGM0699,2,8,BGM06992,1,20.74,9.07,1.6,34.9,6.27385
2,560,BGM0707,2,8,BGM07072,1,21.53,35.16,1.97,36.05,6.76042
2,561,BGM0779,2,8,BGM07792,1,19.45,24.83,1.97,35.46,5.992545
2,562,BGM0814,2,8,BGM08142,1,14.32,26.22,2.13,31.86,3.896472
2,563,BGM0863,2,8,BGM08632,1,13.93,28.3,1.97,35.27,4.265366
2,564,BGM0878,2,8,BGM08782,1,16.75,9.2,1.73,36.9,5.401875
2,565,BGM0900,2,8,BGM09002,1,11.29,14.06,1.77,39.69,3.956016
2,566,BGM0919,2,8,BGM09192,1,29.6,17.62,2.6,34.18,8.74088
2,567,BGM0920,2,8,BGM09202,1,30.38,26.48,1.87,32.67,8.512476
2,568,BGM0945,2,8,BGM09452,1,7.03,14.76,2.63,36.9,2.267175
2,569,BGM0949,2,8,BGM09492,1,13.72,10.94,1.6,41.13,5.005056
2,570,BGM0954,2,8,BGM09542,1,4.38,17.97,1.53,39.2,1.51329
2,571,BGM0960,2,8,BGM09602,1,6.53,13.89,2.08,38.31,2.197998
2,572,BGM0961,2,8,BGM09612,1,10.29,14.26,2.1,40.71,3.710574
2,573,BGM0966,2,8,BGM09662,1,9.29,13.02,1.4,36.5,2.958865
2,574,BGM0974,2,8,BGM09742,1,9.61,8.75,1.6,36.5,3.060785
2,575,BGM1091,2,8,BGM10912,1,18.58,23.27,2.07,35.66,5.761658
2,576,BGM1255,2,8,BGM12552,1,13.72,16.67,1.63,35.66,4.254572
2,577,BRSCaip,2,8,BRSCaip2,1,31.82,22.01,1.77,38.31,10.710612
2,578,BRSDour,2,8,BRSDour2,1,19.27,14.06,1.98,32.34,5.335863
2,579,BRSForm,2,8,BRSForm2,1,24.81,10.94,1.83,36.9,8.001225
2,580,BRSGema,2,8,BRSGema2,1,18.92,16.23,1.87,38.1,6.32874
2,581,BRSJari,2,8,BRSJari2,1,9.72,4.77,1.57,29.29,2.395008
2,582,BRSKiri,2,8,BRSKiri2,1,26.39,18.14,2.7,35.66,8.183539
2,583,BRSNovo,2,8,BRSNovo2,1,31.25,19.88,1.97,39.25,10.8125
2,584,BRSPoti,2,8,BRSPoti2,1,27.78,24.39,2.27,36.12,8.742366
2,585,BRSTapi,2,8,BRSTapi2,1,20.23,9.38,1.73,38.1,6.766935
2,586,BRSVerd,2,8,BRSVerd2,1,32.64,25.52,2.03,37.53,10.732032
2,587,BRSVerd,2,8,BRSVerd2,1,24.74,14.06,1.8,37.31,8.080084
2,588,Cascuda,2,8,Cascuda2,1,13.8,11.81,1.1,36.9,4.4505
2,589,Cigana,2,8,Cigana2,1,14.32,17.62,1.77,36.7,4.58956
2,590,Corrente,2,8,Corrente2,1,22.31,13.28,1.8,39.44,7.761649
2,591,Eucalip,2,8,Eucalip2,1,17.01,19.79,2.37,34,4.992435
2,592,FBranca,2,8,FBranca2,1,12.15,9.12,1.43,32.34,3.364335
2,593,IAC90,2,8,IAC902,1,15.63,6.86,1.42,30.98,4.115379
2,594,OlhoJun,2,8,OlhoJun2,1,19.1,7.9,1.17,34.36,5.67461
2,595,962409,2,9,9624092,1,26.04,22.92,2.07,37.31,8.504664
2,596,BGM0426,2,9,BGM04262,1,21.55,3.24,1.23,28.52,5.143985
2,597,BGM0715,2,9,BGM07152,1,8.03,9.98,2.03,39.44,2.793637
2,598,BGM0843,2,9,BGM08432,1,21.81,16.95,1.63,36.12,6.863607
2,599,BGM0986,2,9,BGM09862,1,7.21,26.13,1.63,37.89,2.396604
2,600,BGM1223,2,9,BGM12232,1,15.76,19.62,1.67,34.38,4.685448
2,601,BGM1249,2,9,BGM12492,1,17.45,28.65,1.87,38.75,5.95045
2,602,BGM1252,2,9,BGM12522,1,8.16,14.84,1.93,34.29,2.418624
2,603,BGM1254,2,9,BGM12542,1,14.58,22.31,2.57,36.9,4.70205
2,604,BGM1263,2,9,BGM12632,1,20.14,22.74,1.7,32.18,5.544542
2,605,BGM1280,2,9,BGM12802,1,22.48,28.47,1.9,38.75,7.66568
2,606,BGM1318,2,9,BGM13182,1,13.98,16.41,1.87,36.05,4.38972
2,607,BGM1324,2,9,BGM13242,1,10.24,14.93,1.97,34.36,3.042304
2,608,BGM1345,2,9,BGM13452,1,19.23,24.91,1.87,34.18,5.678619
2,609,BGM1356,2,9,BGM13562,1,5.08,6.08,1.83,38.31,1.709928
2,610,BGM1400,2,9,BGM14002,1,6.77,11.72,1.87,36.5,2.156245
2,611,BGM1408,2,9,BGM14082,1,19.1,19.1,1.77,36.9,6.15975
2,612,BGM1412,2,9,BGM14122,1,25.17,30.99,2.27,37.53,8.275896
2,613,BGM1437,2,9,BGM14372,1,9.51,14.5,1.87,35.85,2.96712
2,614,BRSCaip,2,9,BRSCaip2,1,29.6,18.4,1.8,38.53,10.02848
2,615,BRSDour,2,9,BRSDour2,1,30.73,25.78,2.33,28.77,7.412076
2,616,BRSGema,2,9,BRSGema2,1,16.41,22.4,2.13,36.9,5.292225
2,617,BRSJari,2,9,BRSJari2,1,20.31,12.15,1.87,25.33,4.200108
2,618,BRSKiri,2,9,BRSKiri2,1,24.83,11.02,2.1,38.53,8.412404
2,619,BRSNovo,2,9,BRSNovo2,1,30.82,26.82,2.23,40.36,11.005822
2,620,BRSPoti,2,9,BRSPoti2,1,32.47,23.35,2.13,37.53,10.676136
2,621,BRSTapi,2,9,BRSTapi2,1,23.61,18.66,1.93,37.11,7.663806
2,622,BRSVerd,2,9,BRSVerd2,1,32.81,29.69,2,38.19,11.004474
2,623,BRSVerd,2,9,BRSVerd2,1,29.52,23,2.33,38.75,10.06632
2,624,Cascuda,2,9,Cascuda2,1,15.97,15.89,1.43,36.05,5.01458
2,625,Cigana,2,9,Cigana2,1,29.34,23.44,2.13,36.31,9.289044
2,626,Corrente,2,9,Corrente2,1,18.47,15.56,1.7,35.27,5.655514
2,627,Eucalip,2,9,Eucalip2,1,8.77,24.65,2.1,33.02,2.488049
2,628,FBranca,2,9,FBranca2,1,18.11,9.6,1.17,29.15,4.43695
2,629,IAC90,2,9,IAC902,1,16.15,6.08,1.5,33.31,4.62859
2,630,OlhoJun,2,9,OlhoJun2,1,14.93,9.12,1.17,34.36,4.435703
2,631,962409,2,10,9624092,1,28.39,14.67,2.2,36.9,9.155775
2,632,BGM1251,2,10,BGM12512,1,8.43,7.45,1.37,36.9,2.718675
2,633,BGM1254,2,10,BGM12542,1,6.94,15.63,2.2,39.2,2.39777
2,634,BGM1275,2,10,BGM12752,1,5.73,7.38,1.07,33.7,1.664565
2,635,BGM1285,2,10,BGM12852,1,16.54,9.72,1.83,38.97,5.676528
2,636,BGM1335,2,10,BGM13352,1,11.79,3.89,1.4,28.77,2.843748
2,637,BGM1479,2,10,BGM14792,1,12.67,40.8,2.67,38.53,4.292596
2,638,BGM1487,2,10,BGM14872,1,20.05,22.92,2.03,36.05,6.2957
2,639,BGM1519,2,10,BGM15192,1,11.79,3.83,2.47,35.46,3.632499
2,640,BGM1521,2,10,BGM15212,1,13.11,7.21,1.2,36.05,4.11654
2,641,BGM1525,2,10,BGM15252,1,4.69,6.94,1.43,34.21,1.386364
2,642,BGM1527,2,10,BGM15272,1,9.98,12.07,2.3,36.05,3.13372
2,643,BGM1686,2,10,BGM16862,1,7.45,39.97,1.47,35.66,2.310245
2,644,BGM1689,2,10,BGM16892,1,11.02,15.97,1.67,36.05,3.46028
2,645,BGM1690,2,10,BGM16902,1,10.59,16.06,2.03,30.98,2.788347
2,646,BGM1692,2,10,BGM16922,1,30.21,22.57,2.53,31.71,8.174826
2,647,BGM1725,2,10,BGM17252,1,15.54,17.28,2.53,36.05,4.87956
